RowID,OrderID,OrderDate,ShipMode,CustomerID,CustomerName,Segment,City,State,Country,Region,ProductID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Returned
2284,IN-2022-26169,2022-03-27,Standard Class,BF-11005,Barry Franz,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,TEC-PH-10003891,Technology,Phones,955.8675,7,0.25,229.2675,No
2285,IN-2022-26169,2022-03-27,Standard Class,BF-11005,Barry Franz,Home Office,Manila,Metro Manila,Philippines,Southeast Asia,TEC-PH-10004675,Technology,Phones,375.3675,3,0.25,29.9475,No
2286,IN-2022-18588,2022-03-28,Second Class,CK-12325,Christine Kargatis,Home Office,Kasugai,Aichi,Japan,North Asia,OFF-SU-10001869,Office Supplies,Supplies,46.02,2,0,0.9,No
2287,IN-2022-16859,2022-03-28,Same Day,RW-19690,Robert Waldorf,Consumer,Sydney,New South Wales,Australia,Oceania,TEC-AC-10002243,Technology,Accessories,74.682,1,0.1,16.572,No
2288,IN-2022-42052,2022-03-28,Same Day,CS-12490,Cindy Schnelling,Corporate,Datong,Shanxi,China,North Asia,FUR-BO-10000288,Furniture,Bookcases,1314.45,3,0,39.42,No
2289,IN-2022-66447,2022-03-28,Standard Class,KM-16375,Katherine Murray,Home Office,Melbourne,Victoria,Australia,Oceania,OFF-SU-10001535,Office Supplies,Supplies,119.799,3,0.1,47.889,No
2290,IN-2022-66447,2022-03-28,Standard Class,KM-16375,Katherine Murray,Home Office,Melbourne,Victoria,Australia,Oceania,OFF-PA-10002520,Office Supplies,Paper,86.94,2,0.1,37.62,No
2291,IN-2022-72684,2022-03-28,Standard Class,CM-12235,Chris McAfee,Consumer,Mount Gambier,South Australia,Australia,Oceania,TEC-AC-10000258,Technology,Accessories,208.656,4,0.1,88.056,No
2292,IN-2022-72684,2022-03-28,Standard Class,CM-12235,Chris McAfee,Consumer,Mount Gambier,South Australia,Australia,Oceania,OFF-ST-10004802,Office Supplies,Storage,127.44,1,0.1,19.8,No
2293,IN-2022-72684,2022-03-28,Standard Class,CM-12235,Chris McAfee,Consumer,Mount Gambier,South Australia,Australia,Oceania,OFF-AP-10002938,Office Supplies,Appliances,381.375,5,0.1,-4.275,No
2294,IN-2022-68897,2022-03-28,Standard Class,EL-13735,Ed Ludwig,Home Office,Dongguan,Guangdong,China,North Asia,OFF-ST-10002292,Office Supplies,Storage,829.44,4,0,16.56,Yes
2295,ID-2022-47456,2022-03-29,Standard Class,DV-13465,Dianna Vittorini,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-ST-10003931,Office Supplies,Storage,329.3772,2,0.17,-7.9428,No
2296,ID-2022-47456,2022-03-29,Standard Class,DV-13465,Dianna Vittorini,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-BI-10004240,Office Supplies,Binders,83.2158,2,0.17,29.0358,No
2297,ID-2022-53749,2022-03-29,Standard Class,SV-20365,Seth Vernon,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,FUR-FU-10002699,Furniture,Furnishings,82.8258,2,0.27,-2.3142,No
2298,ID-2022-55359,2022-03-29,Standard Class,BD-11635,Brian Derr,Consumer,Perth,Western Australia,Australia,Oceania,OFF-PA-10004741,Office Supplies,Paper,141.912,3,0.1,-7.938,No
2299,ID-2022-55359,2022-03-29,Standard Class,BD-11635,Brian Derr,Consumer,Perth,Western Australia,Australia,Oceania,FUR-TA-10003164,Furniture,Tables,1859.13,5,0.3,-26.67,No
2300,IN-2022-72621,2022-03-30,Second Class,KN-16390,Katherine Nockton,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-BI-10000928,Office Supplies,Binders,26.892,2,0.1,11.052,No
2301,IN-2022-30117,2022-03-30,Standard Class,SV-20815,Stuart Van,Corporate,Barasat,West Bengal,India,Central Asia,FUR-BO-10004699,Furniture,Bookcases,287.94,2,0,0,No
2302,ID-2022-51565,2022-03-30,Second Class,BW-11065,Barry Weirich,Consumer,Lahore,Punjab,Pakistan,Central Asia,OFF-SU-10000835,Office Supplies,Supplies,55.8,3,0.5,-42.48,No
2303,IN-2022-64403,2022-03-31,Standard Class,RS-19870,Roy Skaria,Home Office,Dalian,Liaoning,China,North Asia,OFF-EN-10000296,Office Supplies,Envelopes,50.85,3,0,4.05,No
2304,IN-2022-64403,2022-03-31,Standard Class,RS-19870,Roy Skaria,Home Office,Dalian,Liaoning,China,North Asia,TEC-CO-10003574,Technology,Copiers,282.18,2,0,121.32,No
2305,IN-2022-14010,2022-04-01,Standard Class,KC-16255,Karen Carlisle,Corporate,Shenzhen,Guangdong,China,North Asia,TEC-CO-10003982,Technology,Copiers,634.5,5,0,272.7,No
2306,IN-2022-14010,2022-04-01,Standard Class,KC-16255,Karen Carlisle,Corporate,Shenzhen,Guangdong,China,North Asia,OFF-AR-10004456,Office Supplies,Art,96.36,4,0,12.48,No
2307,ID-2022-70752,2022-04-02,Standard Class,BN-11470,Brad Norvell,Corporate,Can Tho,Tỉnh Cần Thơ,Vietnam,Southeast Asia,TEC-AC-10004012,Technology,Accessories,41.6898,2,0.47,-3.9702,No
2308,ID-2022-70752,2022-04-02,Standard Class,BN-11470,Brad Norvell,Corporate,Can Tho,Tỉnh Cần Thơ,Vietnam,Southeast Asia,OFF-FA-10002617,Office Supplies,Fasteners,69.471,5,0.17,-4.329,No
2309,ID-2022-70752,2022-04-02,Standard Class,BN-11470,Brad Norvell,Corporate,Can Tho,Tỉnh Cần Thơ,Vietnam,Southeast Asia,TEC-CO-10003982,Technology,Copiers,399.735,5,0.37,37.935,No
2310,IN-2022-58894,2022-04-03,First Class,JM-16195,Justin MacKendrick,Consumer,Murray Bridge,South Australia,Australia,Oceania,TEC-CO-10004897,Technology,Copiers,528.93,2,0.1,188.01,No
2311,IN-2022-58894,2022-04-03,First Class,JM-16195,Justin MacKendrick,Consumer,Murray Bridge,South Australia,Australia,Oceania,OFF-FA-10004813,Office Supplies,Fasteners,14.877,1,0.1,2.457,No
2312,ID-2022-69814,2022-04-03,Second Class,JH-15910,Jonathan Howell,Consumer,Perth,Western Australia,Australia,Oceania,OFF-PA-10003416,Office Supplies,Paper,14.931,1,0.1,-0.009,No
2313,ID-2022-69814,2022-04-03,Second Class,JH-15910,Jonathan Howell,Consumer,Perth,Western Australia,Australia,Oceania,FUR-BO-10002510,Furniture,Bookcases,607.824,4,0.1,60.744,No
2314,IN-2022-52251,2022-04-04,Second Class,BE-11410,Bobby Elias,Consumer,Sydney,New South Wales,Australia,Oceania,OFF-FA-10002459,Office Supplies,Fasteners,34.722,2,0.1,11.562,No
2315,IN-2022-66461,2022-04-06,Standard Class,BP-11050,Barry Pond,Corporate,Xinxiang,Henan,China,North Asia,TEC-PH-10003556,Technology,Phones,123.33,1,0,43.14,No
2316,ID-2022-32098,2022-04-06,Standard Class,GZ-14545,George Zrebassa,Corporate,Denpasar,Bali,Indonesia,Southeast Asia,OFF-ST-10004830,Office Supplies,Storage,328.5306,2,0.17,-59.4294,No
2317,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-ST-10000704,Office Supplies,Storage,379.809,3,0.1,113.859,Yes
2318,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-ST-10001707,Office Supplies,Storage,88.128,2,0.1,-5.892,Yes
2319,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,TEC-CO-10002658,Technology,Copiers,669.06,5,0.1,289.86,Yes
2320,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,TEC-CO-10001674,Technology,Copiers,109.296,1,0.1,33.996,Yes
2321,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-AP-10000335,Office Supplies,Appliances,501.228,2,0.1,61.248,Yes
2322,IN-2022-69072,2022-04-06,Standard Class,KA-16525,Kelly Andreada,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-ST-10004583,Office Supplies,Storage,130.815,3,0.1,-7.335,Yes
2323,IN-2022-40897,2022-04-07,Second Class,BO-11425,Bobby Odegard,Consumer,Jaipur,Rajasthan,India,Central Asia,OFF-AR-10000851,Office Supplies,Art,227.4,5,0,49.95,No
2324,IN-2022-22305,2022-04-07,First Class,HG-15025,Hunter Glantz,Consumer,Sydney,New South Wales,Australia,Oceania,OFF-EN-10003316,Office Supplies,Envelopes,53.136,4,0.1,2.256,No
2325,IN-2022-22305,2022-04-07,First Class,HG-15025,Hunter Glantz,Consumer,Sydney,New South Wales,Australia,Oceania,OFF-PA-10004943,Office Supplies,Paper,17.82,1,0.1,6.51,No
2326,IN-2022-28612,2022-04-07,Standard Class,MW-18235,Mitch Willingham,Corporate,Takasaki,Gunma,Japan,North Asia,FUR-BO-10001708,Furniture,Bookcases,530.25,7,0.5,-318.15,No
2327,IN-2022-28612,2022-04-07,Standard Class,MW-18235,Mitch Willingham,Corporate,Takasaki,Gunma,Japan,North Asia,OFF-BI-10004454,Office Supplies,Binders,11.46,2,0.5,-1.38,No
2328,IN-2022-28612,2022-04-07,Standard Class,MW-18235,Mitch Willingham,Corporate,Takasaki,Gunma,Japan,North Asia,OFF-ST-10000007,Office Supplies,Storage,480.69,7,0.5,0,No
2329,IN-2022-28612,2022-04-07,Standard Class,MW-18235,Mitch Willingham,Corporate,Takasaki,Gunma,Japan,North Asia,OFF-SU-10003834,Office Supplies,Supplies,48.09,2,0.5,-11.55,No
2330,IN-2022-28612,2022-04-07,Standard Class,MW-18235,Mitch Willingham,Corporate,Takasaki,Gunma,Japan,North Asia,OFF-ST-10004576,Office Supplies,Storage,212.445,3,0.5,-136.035,No
2331,ID-2022-85711,2022-04-07,Standard Class,AF-10885,Art Foster,Consumer,Perth,Western Australia,Australia,Oceania,OFF-ST-10001799,Office Supplies,Storage,23.652,2,0.4,-12.648,No
2332,IN-2022-69765,2022-04-08,Standard Class,SV-20935,Susan Vittorini,Consumer,Bhavnagar,Gujarat,India,Central Asia,OFF-ST-10003445,Office Supplies,Storage,124.68,4,0,3.72,No
2333,IN-2022-69765,2022-04-08,Standard Class,SV-20935,Susan Vittorini,Consumer,Bhavnagar,Gujarat,India,Central Asia,TEC-AC-10002172,Technology,Accessories,72.84,1,0,10.17,No
2334,IN-2022-69765,2022-04-08,Standard Class,SV-20935,Susan Vittorini,Consumer,Bhavnagar,Gujarat,India,Central Asia,OFF-ST-10003017,Office Supplies,Storage,33.96,2,0,5.04,No
2335,IN-2022-43081,2022-04-08,Standard Class,JS-15685,Jim Sink,Corporate,New Delhi,Delhi,India,Central Asia,OFF-SU-10000835,Office Supplies,Supplies,260.4,7,0,31.08,No
2336,IN-2022-43081,2022-04-08,Standard Class,JS-15685,Jim Sink,Corporate,New Delhi,Delhi,India,Central Asia,TEC-PH-10001699,Technology,Phones,637.44,1,0,108.36,No
2337,IN-2022-43081,2022-04-08,Standard Class,JS-15685,Jim Sink,Corporate,New Delhi,Delhi,India,Central Asia,TEC-CO-10000427,Technology,Copiers,602.76,2,0,186.84,No
2338,IN-2022-43081,2022-04-08,Standard Class,JS-15685,Jim Sink,Corporate,New Delhi,Delhi,India,Central Asia,TEC-CO-10002350,Technology,Copiers,1134.9,3,0,45.36,No
2339,IN-2022-43081,2022-04-08,Standard Class,JS-15685,Jim Sink,Corporate,New Delhi,Delhi,India,Central Asia,TEC-CO-10000565,Technology,Copiers,192.78,1,0,92.52,No
2340,IN-2022-65747,2022-04-11,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-BI-10002562,Office Supplies,Binders,190.512,4,0.1,65.592,No
2341,IN-2022-51901,2022-04-11,Standard Class,Dp-13240,Dean percer,Home Office,Chengdu,Sichuan,China,North Asia,TEC-PH-10001478,Technology,Phones,223.2,3,0,69.12,No
2342,IN-2022-15137,2022-04-11,First Class,CS-12175,Charles Sheldon,Corporate,Allahabad,Uttar Pradesh,India,Central Asia,FUR-CH-10000351,Furniture,Chairs,527.31,9,0,194.94,No
2343,IN-2022-19379,2022-04-11,First Class,RB-19330,Randy Bradley,Consumer,Phnom Penh,Phnom Penh,Cambodia,Southeast Asia,OFF-LA-10001092,Office Supplies,Labels,16.5,2,0,2.64,No
2344,IN-2022-36067,2022-04-11,Standard Class,LD-17005,Lisa DeCherney,Consumer,Dhaka,Dhaka,Bangladesh,Central Asia,TEC-CO-10002057,Technology,Copiers,950.4,4,0,171,No
2345,IN-2022-36067,2022-04-11,Standard Class,LD-17005,Lisa DeCherney,Consumer,Dhaka,Dhaka,Bangladesh,Central Asia,OFF-AR-10003110,Office Supplies,Art,194.64,4,0,42.72,No
2346,IN-2022-53420,2022-04-13,Second Class,LW-16825,Laurel Workman,Corporate,Nasik,Maharashtra,India,Central Asia,TEC-CO-10004961,Technology,Copiers,723.3,2,0,332.7,No
2347,IN-2022-53420,2022-04-13,Second Class,LW-16825,Laurel Workman,Corporate,Nasik,Maharashtra,India,Central Asia,OFF-BI-10003012,Office Supplies,Binders,4.53,1,0,1.92,No
2348,IN-2022-40183,2022-04-14,Standard Class,KC-16675,Kimberly Carter,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-LA-10001312,Office Supplies,Labels,50.1984,7,0.17,2.3184,No
2349,ID-2022-25217,2022-04-14,Standard Class,RA-19915,Russell Applegate,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,TEC-PH-10003652,Technology,Phones,205.6491,3,0.17,-27.2709,No
2350,ID-2022-25217,2022-04-14,Standard Class,RA-19915,Russell Applegate,Consumer,Depok,Yogyakarta,Indonesia,Southeast Asia,FUR-CH-10001322,Furniture,Chairs,347.553,1,0.27,-23.817,No
2351,IN-2022-53042,2022-04-15,Second Class,FG-14260,Frank Gastineau,Home Office,Aurangabad,Maharashtra,India,Central Asia,FUR-BO-10003549,Furniture,Bookcases,970.2,5,0,145.5,No
2352,IN-2022-53042,2022-04-15,Second Class,FG-14260,Frank Gastineau,Home Office,Aurangabad,Maharashtra,India,Central Asia,OFF-LA-10002875,Office Supplies,Labels,71.04,8,0,21.84,No
2353,ID-2022-30635,2022-04-15,Standard Class,IM-15055,Ionia McGrath,Consumer,Ulsan,Ulsan,South Korea,North Asia,OFF-FA-10003980,Office Supplies,Fasteners,36.375,5,0.5,-30.675,No
2354,ID-2022-30635,2022-04-15,Standard Class,IM-15055,Ionia McGrath,Consumer,Ulsan,Ulsan,South Korea,North Asia,OFF-ST-10003931,Office Supplies,Storage,99.21,1,0.5,-69.45,No
2355,IN-2022-15144,2022-04-15,Standard Class,DK-12835,Damala Kotsonis,Corporate,Meizhou,Guangdong,China,North Asia,FUR-FU-10001507,Furniture,Furnishings,18.9,1,0,5.85,No
2356,IN-2022-15144,2022-04-15,Standard Class,DK-12835,Damala Kotsonis,Corporate,Meizhou,Guangdong,China,North Asia,FUR-FU-10000526,Furniture,Furnishings,535.35,5,0,230.1,No
2357,IN-2022-86369,2022-04-15,Standard Class,MB-18085,Mick Brown,Consumer,Hamilton,Waikato,New Zealand,Oceania,FUR-TA-10002958,Furniture,Tables,5244.84,6,0,996.48,No
2358,IN-2022-17727,2022-04-17,Standard Class,GH-14425,Gary Hwang,Consumer,Bangalore,Karnataka,India,Central Asia,OFF-ST-10004464,Office Supplies,Storage,143.91,3,0,63.27,No
2359,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,OFF-FA-10003779,Office Supplies,Fasteners,14.7234,2,0.47,-1.7166,No
2360,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,OFF-ST-10004703,Office Supplies,Storage,154.38,8,0.17,5.58,No
2361,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,TEC-AC-10002795,Technology,Accessories,62.9004,4,0.47,-27.3396,No
2362,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,OFF-ST-10001229,Office Supplies,Storage,114.5151,7,0.17,-12.5349,No
2363,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,FUR-TA-10001360,Furniture,Tables,1093.4112,4,0.47,-20.6688,No
2364,ID-2022-67707,2022-04-17,Standard Class,SC-20800,Stuart Calhoun,Consumer,Surakarta,Jawa Tengah,Indonesia,Southeast Asia,TEC-MA-10004023,Technology,Machines,143.0754,2,0.17,51.6954,No
2365,IN-2022-44474,2022-04-17,Standard Class,EP-13915,Emily Phan,Consumer,Lahore,Punjab,Pakistan,Central Asia,FUR-CH-10001382,Furniture,Chairs,157.968,3,0.2,57.258,No
2366,IN-2022-44474,2022-04-17,Standard Class,EP-13915,Emily Phan,Consumer,Lahore,Punjab,Pakistan,Central Asia,TEC-MA-10002780,Technology,Machines,314.22,2,0.5,-37.74,No
2367,IN-2022-44474,2022-04-17,Standard Class,EP-13915,Emily Phan,Consumer,Lahore,Punjab,Pakistan,Central Asia,FUR-BO-10004773,Furniture,Bookcases,829.728,6,0.2,134.748,No
2368,IN-2022-44474,2022-04-17,Standard Class,EP-13915,Emily Phan,Consumer,Lahore,Punjab,Pakistan,Central Asia,FUR-BO-10001393,Furniture,Bookcases,408.456,3,0.2,-45.954,No
2369,IN-2022-44474,2022-04-17,Standard Class,EP-13915,Emily Phan,Consumer,Lahore,Punjab,Pakistan,Central Asia,TEC-AC-10000258,Technology,Accessories,57.96,2,0.5,-2.34,No
2370,ID-2022-14990,2022-04-18,Second Class,MW-18235,Mitch Willingham,Corporate,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,FUR-TA-10001549,Furniture,Tables,514.4004,4,0.57,-550.3596,No
2371,ID-2022-54043,2022-04-18,Standard Class,LD-16855,Lela Donovan,Corporate,Xianning,Hubei,China,North Asia,OFF-LA-10001292,Office Supplies,Labels,33.9,5,0,16.5,No
2372,ID-2022-53301,2022-04-19,Standard Class,MC-17605,Matt Connell,Corporate,Medan,Sumatera Utara,Indonesia,Southeast Asia,FUR-CH-10000187,Furniture,Chairs,81.0738,2,0.27,-2.2662,No
2373,ID-2022-53301,2022-04-19,Standard Class,MC-17605,Matt Connell,Corporate,Medan,Sumatera Utara,Indonesia,Southeast Asia,FUR-TA-10001433,Furniture,Tables,274.6407,1,0.47,-207.2793,No
2374,IN-2022-44915,2022-04-19,Second Class,CV-12805,Cynthia Voltz,Corporate,Matsudo,Chiba,Japan,North Asia,TEC-PH-10004221,Technology,Phones,1134.81,9,0,453.87,No
2375,ID-2022-41184,2022-04-19,First Class,MR-17545,Mathew Reese,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,FUR-FU-10001129,Furniture,Furnishings,37.011,2,0.27,-6.129,No
2376,IN-2022-24097,2022-04-19,Standard Class,PF-19165,Philip Fox,Consumer,Geraldton,Western Australia,Australia,Oceania,TEC-PH-10003913,Technology,Phones,250.992,2,0.1,25.092,No
2377,IN-2022-24097,2022-04-19,Standard Class,PF-19165,Philip Fox,Consumer,Geraldton,Western Australia,Australia,Oceania,OFF-ST-10002499,Office Supplies,Storage,260.415,5,0.1,8.565,No
2378,IN-2022-24097,2022-04-19,Standard Class,PF-19165,Philip Fox,Consumer,Geraldton,Western Australia,Australia,Oceania,OFF-FA-10000720,Office Supplies,Fasteners,44.793,3,0.1,14.913,No
2379,ID-2022-28402,2022-04-20,First Class,AJ-10780,Anthony Jacobs,Corporate,Kabul,Kabul,Afghanistan,Central Asia,FUR-TA-10001889,Furniture,Tables,4626.15,5,0,647.55,No
2380,ID-2022-62240,2022-04-20,Standard Class,BD-11605,Brian Dahlen,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,FUR-BO-10001212,Furniture,Bookcases,859.3065,3,0.35,-317.3535,No
2381,IN-2022-57137,2022-04-21,Second Class,DR-12880,Dan Reichenbach,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,TEC-PH-10001640,Technology,Phones,121.263,2,0.17,35.043,No
2382,ID-2022-82393,2022-04-21,Second Class,CL-12700,Craig Leslie,Home Office,Auckland,Auckland,New Zealand,Oceania,FUR-CH-10004199,Furniture,Chairs,556.704,2,0.4,-306.216,No
2383,ID-2022-82393,2022-04-21,Second Class,CL-12700,Craig Leslie,Home Office,Auckland,Auckland,New Zealand,Oceania,FUR-FU-10001601,Furniture,Furnishings,130.212,2,0.4,-21.708,No
2384,IN-2022-38132,2022-04-22,First Class,NC-18340,Nat Carroll,Consumer,Agra,Uttar Pradesh,India,Central Asia,TEC-PH-10004350,Technology,Phones,228.15,3,0,86.67,No
2385,IN-2022-38132,2022-04-22,First Class,NC-18340,Nat Carroll,Consumer,Agra,Uttar Pradesh,India,Central Asia,OFF-EN-10001946,Office Supplies,Envelopes,200.25,5,0,94.05,No
2386,IN-2022-82813,2022-04-22,Second Class,TB-21595,Troy Blackwell,Consumer,Whangarei,Northland,New Zealand,Oceania,TEC-AC-10002295,Technology,Accessories,61.02,2,0,23.76,No
2387,IN-2022-86999,2022-04-24,Standard Class,RF-19345,Randy Ferguson,Corporate,Rockhampton,Queensland,Australia,Oceania,OFF-FA-10003587,Office Supplies,Fasteners,28.512,4,0.4,0.432,No
2388,ID-2022-25567,2022-04-25,Second Class,CD-11980,Carol Darley,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-SU-10001731,Office Supplies,Supplies,42.7869,3,0.47,-7.3431,No
2389,ID-2022-25567,2022-04-25,Second Class,CD-11980,Carol Darley,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-LA-10003236,Office Supplies,Labels,14.5008,6,0.47,-3.6792,No
2390,ID-2022-25567,2022-04-25,Second Class,CD-11980,Carol Darley,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-ST-10004015,Office Supplies,Storage,102.7776,4,0.47,3.7776,No
2391,IN-2022-31741,2022-04-25,First Class,NC-18625,Noah Childs,Corporate,Yueyang,Hunan,China,North Asia,OFF-SU-10002214,Office Supplies,Supplies,108.24,4,0,47.52,No
2392,IN-2022-31741,2022-04-25,First Class,NC-18625,Noah Childs,Corporate,Yueyang,Hunan,China,North Asia,TEC-AC-10001835,Technology,Accessories,84.42,2,0,11.76,No
2393,ID-2022-62345,2022-04-25,First Class,FO-14305,Frank Olsen,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-FU-10001129,Furniture,Furnishings,185.055,10,0.27,-30.645,Yes
2394,ID-2022-62345,2022-04-25,First Class,FO-14305,Frank Olsen,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-ST-10001638,Office Supplies,Storage,558.6315,5,0.17,80.7315,Yes
2395,IN-2022-55289,2022-04-26,Standard Class,MG-17695,Maureen Gnade,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-LA-10004430,Office Supplies,Labels,31.995,3,0.1,13.095,No
2396,IN-2022-11210,2022-04-26,Second Class,JM-15265,Janet Molinari,Corporate,Guangzhou,Guangdong,China,North Asia,OFF-ST-10003159,Office Supplies,Storage,242.55,5,0,43.65,No
2397,IN-2022-11210,2022-04-26,Second Class,JM-15265,Janet Molinari,Corporate,Guangzhou,Guangdong,China,North Asia,OFF-PA-10003550,Office Supplies,Paper,315.63,7,0,47.25,No
2398,IN-2022-11210,2022-04-26,Second Class,JM-15265,Janet Molinari,Corporate,Guangzhou,Guangdong,China,North Asia,FUR-FU-10001129,Furniture,Furnishings,50.7,2,0,7.56,No
2399,IN-2022-11210,2022-04-26,Second Class,JM-15265,Janet Molinari,Corporate,Guangzhou,Guangdong,China,North Asia,TEC-AC-10001254,Technology,Accessories,579.45,5,0,225.9,No
2400,ID-2022-39875,2022-04-26,Second Class,TP-21130,Theone Pippenger,Consumer,Mianyang,Sichuan,China,North Asia,FUR-TA-10002527,Furniture,Tables,1760.43,5,0.3,-326.97,No
2401,ID-2022-39875,2022-04-26,Second Class,TP-21130,Theone Pippenger,Consumer,Mianyang,Sichuan,China,North Asia,OFF-AR-10001708,Office Supplies,Art,97.2,2,0,20.4,No
2402,ID-2022-66643,2022-04-27,Standard Class,PW-19030,Pauline Webber,Corporate,Depok,Yogyakarta,Indonesia,Southeast Asia,OFF-EN-10004422,Office Supplies,Envelopes,33.39,3,0.47,-11.34,No
2403,ID-2022-66643,2022-04-27,Standard Class,PW-19030,Pauline Webber,Corporate,Depok,Yogyakarta,Indonesia,Southeast Asia,FUR-CH-10003822,Furniture,Chairs,193.158,3,0.27,52.848,No
2404,IN-2022-86411,2022-04-27,Second Class,MK-18160,Mike Kennedy,Consumer,Masterton,Wellington,New Zealand,Oceania,FUR-CH-10001414,Furniture,Chairs,111.06,2,0,27.72,No
2405,IN-2022-86411,2022-04-27,Second Class,MK-18160,Mike Kennedy,Consumer,Masterton,Wellington,New Zealand,Oceania,OFF-SU-10003118,Office Supplies,Supplies,206.16,4,0,20.52,No
2406,IN-2022-86411,2022-04-27,Second Class,MK-18160,Mike Kennedy,Consumer,Masterton,Wellington,New Zealand,Oceania,TEC-AC-10000588,Technology,Accessories,79.08,2,0,35.58,No
2407,IN-2022-86411,2022-04-27,Second Class,MK-18160,Mike Kennedy,Consumer,Masterton,Wellington,New Zealand,Oceania,FUR-CH-10002045,Furniture,Chairs,197.76,4,0,43.44,No
2408,IN-2022-34100,2022-04-28,Standard Class,LH-16900,Lena Hernandez,Consumer,Perth,Western Australia,Australia,Oceania,OFF-EN-10000776,Office Supplies,Envelopes,18.009,1,0.1,7.599,No
2409,IN-2022-21836,2022-04-28,Standard Class,DL-13315,Delfina Latchford,Consumer,Seremban,Negeri Sembilan,Malaysia,Southeast Asia,OFF-PA-10004910,Office Supplies,Paper,20.58,1,0,9.87,No
2410,IN-2022-21836,2022-04-28,Standard Class,DL-13315,Delfina Latchford,Consumer,Seremban,Negeri Sembilan,Malaysia,Southeast Asia,FUR-CH-10002250,Furniture,Chairs,467.43,1,0,219.69,No
2411,IN-2022-21836,2022-04-28,Standard Class,DL-13315,Delfina Latchford,Consumer,Seremban,Negeri Sembilan,Malaysia,Southeast Asia,TEC-CO-10004507,Technology,Copiers,191.13,1,0,82.17,No
2412,IN-2022-21836,2022-04-28,Standard Class,DL-13315,Delfina Latchford,Consumer,Seremban,Negeri Sembilan,Malaysia,Southeast Asia,OFF-SU-10002152,Office Supplies,Supplies,133.02,3,0,2.61,No
2413,IN-2022-69744,2022-04-28,Second Class,MT-17815,Meg Tillman,Consumer,Can Tho,Tỉnh Cần Thơ,Vietnam,Southeast Asia,OFF-EN-10004885,Office Supplies,Envelopes,225.2952,6,0.17,83.9952,No
2414,IN-2022-28668,2022-04-28,Same Day,LC-16885,Lena Creighton,Consumer,Chongqing,Chongqing,China,North Asia,OFF-LA-10000219,Office Supplies,Labels,6.63,1,0,0.57,No
2415,IN-2022-84906,2022-04-28,Second Class,DP-13105,Dave Poirier,Corporate,Wagga Wagga,New South Wales,Australia,Oceania,OFF-AR-10000179,Office Supplies,Art,103.56,2,0,32.1,No
2416,ID-2022-21248,2022-04-29,Same Day,AS-10225,Alan Schoenberger,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-ST-10001707,Office Supplies,Storage,40.6368,1,0.17,-6.3732,No
